Customer,SSN,Name,Birthdate,Current age,Region,CredCardUser?,Income,Purchases,AmountSpent
1007,607-31-2701, Nicholas Pace,23|9|1965,,Middle Atlantic,0,48100,4,2070
1008,020543715,"Walter, Hilary",9|4|1976,,East North Central,2,117700,3,1670
1009,249-22-7600,Nina Dale,1|5|1973,,ESC,1,44800,1,470
1010,681-99-3381,"Small, Jordan",30|6|1972,,New England ,0,141600,4,2140
1011,638-10-5414,Kennedy Sloan,4|7|1968,, P,0,158600,2,1010
1012, 924-03-2874,Guinevere Vargas,11|8|1944,, Pacific,0,117300,3,1610
1013,347899576,"Carlson, Rosalyn",22|12|1944,,Pacific ,0,108900,6,3110
1014,614570660,"Bird, Astra ",16|9|1961,,Alaska,0,47100,1,500
1015,598-74-8558,Inga Barber,24|9|1965,,P,0,61600,4,1860
1016,013-61-7460,Doris Olson,10|6|1938,,South Atlantic,0,60700,1,480
1017,393-62-5010,"Vang, Curran",2|6|1967,,P ,0,77800,3,1600
1018,598-60-5201,"Ratliff, Branden ",15|6|1950,,E. N. Central ,1,156800,0,0
1019,032-41-3842,Lars Kirk,18|2|1942,,Ala.,1,94500,2,1030
1020,830-84-9777,Rajah Wood,18|9|1950,,Alaska ,1,39700,5,2520
1021,185-00-4920,"Matthews, Joelle",7|2|1953,, Alaska,1,108000,1,520
1022, 173-17-8746,"Sims, Libby",11|5|1939,,NE,0,44800,2,920
1023,037-94-9582,"Leon, Ronan",2|8|1943,,MA,1,134600,3,1400
1024,911-88-9367,"Kerr, Josiah",14|10|1943,,South Atlantic ,0,20100,2,890
1025,992-10-986,"Reed, Caesar",12|8|1965,,MA,1,110700,3,1450
1026, 352-12-0304,Odette Randolph,15|3|1941,, New England,0,71600,5,2370
1027, 292-57-7864,"Gillespie, Cleo ",3|5|1969,,E. N. Central,1,85300,4,1910
1028, 183616428,"Smith, Levi",16|9|1941,, Mid. Atlantic,0,157700,3,1520
1029, 058-22-1361,"Meadows, Victor",20|10|1936,,Middle Atlantic,0,128500,6,2940
1030,559-02-5124,"Pruitt, Imelda",29|12|1938,, Mountain ,1,109100,2,1040
1031,126-17-0344,"Compton, Chastity",15|5|1934,,MA ,0,22500,2,970
1032,968-45-9871," Pena, Basia",1|11|1964,, South Atlantic,0,114700,1,490
1034,669-45-9201," Kramer, Taylor",2|4|1951,,Alaska,1,149700,0,0
1035,357-07-8475,Aiko Shields ,26|5|1955,,E. N. Central,0,109400,2,990
1036,299-47-7549,"Moore, Kiara",20|3|1971,,East South Central,1,68800,4,1900
1037,594-47-1955,"Burgess, Rogan",10|8|2025,, Pacific,2,128300,3,1510
1038,141-86-8350,"Figueroa, Keaton ",25|3|1951,,NE ,1,95400,3,1450
1039,435223146,"Dunn, Allen",8|2|1935,,Pac.,1,124700,2,930
1040,503354452,Mohammad Giles,15|2|1943,,Middle Atlantic ,0,117600,3,1450
1041,595-92-4667,"Mcgee, Wynne",3|4|1940,, Middle Atlantic,0,152400,2,930
1042,047-05-3738,"Bell, Fritz",20|12|1973,,ESC,0,121900,4,2110
1043,74036-1669,Jaime Jacobs,24|4|1940,,New England ,1,123300,4,2100
1044,154-71-5592," Evans, Jermaine",2|7|1950,, NE,1,34000,1,480
1045,715-28-2884,Hermione Maldonado,17|5|1927,,East South Central,0,82400,4,1850
1046,375-09-2982 ,"Leblanc, Hu",5|11|1933,,,0,133900,3,1540
1047,183367319,"Becker, Randall",1|8|1964,,West North Central ,1,24900,3,1470
1048,26675-6082,Azalia Foreman,22|11|1965,, Middle Atlantic ,0,128600,4,2020
1049, 320-80-1325,"Russo, Elvis ",11|11|1976,,Middle Atlantic,0,72000,4,2000
1050, 916519676,"Nieves, Zenia",9|3|1963,,South Atlantic ,0,40100,2,1000
1051,108-70-8198,"Moore, Jin",15|9|1934,, West North Central,0,66700,4,2090
1052, 554577632,Brenden Tyson,12|3|1959,, West South Central,0,153500,3,1630
1053,007-45-8600,"Goff, Samson",21|4|1939,,P,1,135600,4,2040
1054,993-07-5462,"Holt, Cora",24|6|1966,,South Atlantic,0,67500,7,3490
1055,275519307,"Lambert, Dominique",19|6|1938,,Pacific,1,36400,4,2100
1056,323-27-7840,"Baldwin, Mariko",2|2|1959,,New England,0,129700,5,2490
1057,821-62-2400,Abraham Hale,17|10|1976,,New England,0,156200,3,1560
1058,689-570158,"Rodriguez, Abigail",7|7|1930,,Hawaii,1,99700,2,1030
1059,655-94-1867,"Coffey, Idola",31|10|1957,,NE,1,91300,2,980
1060,91-51-2328,"Drake, Mercedes",18|6|1931,, Pac.,1,137400,6,2870
1061,377-29-0406," David, Dante ",8|10|1951,, ESC,1,93000,9999,9999
1062, 964546931,"Reilly, Alana",24|1|1953,,East North Central,0,82600,1,480
1063,977-57-9245,Taylor Bailey,21|6|1965,,New England,1,47500,3,1490
1064,025863099,"Ferrell, Michael",17|11|1932,,ESC ,1,29500,3,1610
1065,472-96-6824,"Ferrell, Herman ",14|12|1941,,P,1,33100,1,490
1066, 909-82-0599,"Gilliam, Wylie",8|3|1942,,West North Central,0,107200,5,2370
1067,172841930,"Savage, Cheryl",6|1|1941,, E. N. Central,0,138200,3,1500
1068,110-67-7322,"Moses, Bevis",17|5|1927,, Alaska,0,138500,3,1400
1069,284-48-2713,Inga Ramsey,22|7|1976,,Pac. ,0,118900,4,2050
1070,484-59-5887,"Beck, Marsden",29|6|1933,,South Atlantic,1,118100,6,3120
1071,178-19-1261," Ferguson, Blair",27|9|1966,,Pacific ,1,71500,1,500
1072,891-89-7319,"Kelley, Cora",14|7|1939,,WSC,1,68000,8,4200
1073,772894324,"Campos, Anne ",7|6|1959,,Pacific,0,76600,3,1620
1074,251-44-1713, Uma Mosley ,9|3|1958,,New England ,1,55700,3,1530
1075,233-70-7548," Farmer, Jayme",11|6|1938,, New England ,0,43500,4,1860
1076, 831-67-7693,Ingrid Mercado,30|3|1941,, SA,0,98100,3,1470
1077,716-82-5059,"Watts, Roary",29|1|1949,,ENC,1,27100,2,1050
1078,069-26-0938,"Cotton, Cole",22|6|1976,,ESC,0,109200,3,1430
1079,135-23-3295,"Guerra, Beck",9|7|1948,,Mountain,0,51500,3,1550
1080,150-73-0010,"Bolton, Donovan",20|7|1945,, South Atlantic,0,43600,5,2580
1081,891-40-6659,Amery Boyle,6|6|1961,,Middle Atlantic,0,106700,4,2110
1082, 112-28-0919,"Lindsay, Desiree",29|3|1951,, NE,0,115000,4,2010
1083, 923-05-1357,"Underwood, Lucian",22|2|1965,,East South Central,0,36600,2,980
1084,058-09-1127," Donovan, Kelsie",23|3|1962,,E. S. Central,1,159700,3,1530
1085,805337007,Whoopi Branch,25|6|1935,,Mid. Atlantic,0,25600,3,1520
1086,223-24-8511,Haviva Kline,17|3|1932,,W. S. Central,1,131100,2,910
1087,593-81-7968,"Black, Aphrodite",20|7|1951,,Mountain ,1,33800,1,530
1088,067421172,Sarah Shepard,5|9|1945,,West North Central,0,154400,3,1570
1089,808-29-7482,"Woodward, Xerxes",28|2|2027,,Hawaii,0,90000,5,2580
1090,623-614442," Preston, Daniel",12|9|1930,, ,1,83600,1,380
1091,703-92-5083,"Morrison, Willow",10|12|1945,,Haw. ,0,58200,3,1640
1092, 515-94-0847,"Jacobson, Aurelia",15|9|1943,,South Atlantic ,0,153700,2,950
1093,738325923,"Wiley, Aurora",10|8|1966,, South Atlantic,0,124900,0,0
1094,299-25-0242,"Flowers, Rigel",5|8|1961,, New England,0,116200,4,1960
1095,080-72-5718,"Griffin, Omar",8|8|1944,, West South Central,1,72600,2,930
1096,922-73-1191,Ethan Cunningham,3|11|1969,,East South Central,0,128400,4,1970
1097,039-92-6760,"Massey, Neil",4|11|1955,,Mtn.,1,104200,3,1580
1098,257-68-8743,Solomon Duffy,23|12|1952,,South Atlantic,0,149600,5,2580
1099,596-22-8860,"Tyson, Lillith",13|8|1954,,ENC ,1,142700,1,430
1100,47933-9528,"Jarvis, Hannah",31|7|1933,,E. S. Central,0,133100,2,1020
1101,161-27-684,"Blair, Carly",10|11|1974,,NE ,0,156200,4,2230
1102,711-12-2576,"Conley, Kitra",22|10|1941,,Hawaii,0,121900,3,1500
1103,786-644777,"Evans, Price",12|2|1940,,Pacific,0,23800,3,1380
1104, 978-40-3597,Zelenia Rosa,6|7|1936,, E. N. Central,0,159500,3,1500
1105,961-63-7497,"Parrish, Candace",9|1|1939,,Pacific,0,142700,2,1030
1106, 102-74-2447,Lois Waller,14|3|1930,,East South Central,0,59300,9999,9999
1107, 704-44-0542,"Mcfarland, Kevin ",18|12|1960,,WNC,0,123700,2,1080
1108,080095545,Kerry Peterson,23|4|1958,,New England,1,149300,4,2050
1109,057-99-7171,Illiana Rowe,27|2|1936,, Mountain ,0,135300,4,2020
1110,230-73-0280,"Sparks, Alexander ",12|4|1930,,P,0,45600,1,570
1111,077723796,"Thompson, Bruce ",26|6|1964,,New England ,0,104300,4,2010
1112,119-23-9048,Rigel Huber,26|8|1967,, South Atlantic,0,159300,1,500
1113,515-419905,"Hopper, Xander",18|3|1938,,Alaska ,1,60500,4,1930
1114,698-47-8434,Idona Ballard ,18|5|1948,,W. S. Central ,1,119500,5,2630
1115, 341-28-9093 ,Reece Fuller,16|10|1941,,E. S. Central ,0,96600,2,990
1116,219-53-0583,"Ryan, Gloria",8|12|1966,, M ,0,83500,3,1470
1117, 803033811,"Fernandez, Inez",28|7|1955,,New England,0,96000,2,990
1118,518-41-0909,Emery Hoover,18|12|1970,,E. N. Central ,1,101300,4,1860
1119, 767667357,"Weeks, Bryar",24|3|1938,,9999,0,122600,2,1010
1120,362-52-2449,"England, Gail",13|5|1965,,New England,0,77600,2,1070
1121, 63723-3846,"Gallegos, Zorita",14|6|1954,,P,0,64000,9999,9999
1122,212-14-2061,"Harper, Madonna",10|2|1959,,New England ,0,114100,3,1390
1123,076-65-9608,"Rosario, Kai",14|3|1956,, S. Atlantic,0,28800,4,2050
1124, 479-46-0414, Mira Blackburn,5|5|1966,,East North Central ,1,36500,2,1010
1125, 394-20-9464,"Soto, Sade ",20|10|1975,,P,1,129400,9999,9999
1126,418-37-3332,"Vinson, Edan",30|8|1958,, Alaska,0,71600,3,1430
1127, 690340701,Maile Bailey,29|12|1971,,East North Central,0,114400,1,560
1128,06112-1906,Aubrey Sharpe,17|4|1968,,East South Central,1,125700,3,1540
1129, 333-946842,"Blackwell, Odette",16|9|1930,,E. S. Central,0,44900,4,1950
1130,151-18-5814,"Page, Norman ",6|4|1946,, West North Central ,0,154100,5,2610
1131,602-63-2343,"Hodge, Hadley",17|5|1927,,AK ,1,67800,3,1520
1132,353-07-1835,Cameron Reed,19|5|1967,,Pacific ,1,141800,1,440
1133,039-69-6898,"Chapman, Ebony",3|6|1940,,,0,122000,3,1480
1134,264762347,"Owen, Prescott",14|9|1935,,New England,0,95600,1,610
1135,151-98-8065,"Ware, Lara",6|2|1948,, E. S. Central ,1,80200,3,1490
1136,580-04-8713,Juliet Huffman,14|5|1936,,East South Central,1,143600,1,400
1137,683-45-0811,"Cash, Zorita",21|12|1947,,South Atlantic,0,141200,2,1080
1138, 996-54-5018," Leonard, Odette",1|3|1945,, W. S. Central,0,155500,1,560
1139,790-08-1327,"Maynard, Flynn",18|1|1949,, South Atlantic,1,121200,5,2600
1140, 345431713," Jordan, Jana",13|6|1937,,Hawaii,1,117400,3,1550
1141,828-298794,Mason Nguyen,7|2|1974,,Hawaii,0,133700,2,990
1142, 760746822,Briar Underwood,16|2|1949,,South Atlantic,0,92300,2,530
1143,860-15-4722,"Melton, Lareina",4|4|1976,,ENC,0,50600,3,1600
1144,211029333,"King, Carson",13|8|1934,,P ,0,71,9999,9999
1145,330-6-3003,"Fischer, Camilla",17|8|1973,, South Atlantic ,0,150000,4,1990
1146,849-68-8538,Malachi Fowler,8|7|1955,, East North Central,0,42500,2,1040
1147, 372-79-7615,"Webster, Robin",23|9|1946,,East South Central,0,98300,5,2520
1148,984-06-3835,"Avery, Elaine",28|5|1956,, WSC ,-1,122300,2,960
1149,80977-6881,Ivory Gonzalez,19|5|1956,,West North Central,0,152500,2,1050
1150,415290497,Maite Morin,25|1|1946,,East South Central,0,80100,3,1480
1151,498-17-0158,"Becker, Chase",19|7|1950,,Ala.,1,53300,4,2030
1152,553-728498,"Richardson, Griffin",27|8|1957,,NE,0,142700,4,1950
1153,120-25-4946,"Blackburn, Cassidy",19|6|1960,,East South Central ,0,117800,2,940
1154,985-32-3233,"Wagner, Ulysses",20|4|1969,,East North Central,0,41200,5,2420
1155,327-50-4079,Sopoline Burns,20|4|1934,,New England,0,70500,1,480
1156,879813184,"Webster, Martha ",31|3|1971,,New England ,1,110500,4,2060
1157,435662604,"Tyson, Olga",15|11|1965,,E. S. Central ,1,124900,2,860
1158,107-11-2338,"Harper, Denise",28|12|1941,,West South Central,1,45300,2,1060
1159, 081-00-9916,Minerva Trujillo,29|2|1960,,S. Atlantic,1,35600,7,3470
1160,605536023,"Benson, Hyatt",23|12|1966,,South Atlantic ,0,78100,1,450
1161,897090957,"Mcfarland, Carter",7|3|1931,, East South Central,1,24300,3,1400
1162,997-99-3708,"Suarez, Oleg",22|5|1947,,West North Central,0,62200,3,1500
1163,492-83-0843,Tanya Beard,24|12|1964,,Mountain,1,148100,4,2130
1164,032-67-6325,"Morin, Tana",16|3|1955,,WSC,1,151100,3,1610
1165,728-66-9191,"Johnston, Ferdinand",18|7|1974,, Haw. ,0,140300,1,540
1166, 852-63-9159 ,"Harper, Alika",19|12|1933,,SA,0,80100,2,970
1167,900-32-6808,"Murphy, Aiko",14|6|1930,,SA ,0,72000,1,450
1168,777-73-6018,"Mays, Maxwell",5|12|1958,, New England ,0,154600,3,1500
1169, 732256879,"Becker, Neil",25|12|1932,, West North Central,0,141600,0,0
1170,526347559,"Briggs, Karen",3|1|1947,,E. S. Central ,0,124500,0,0
1171, 967-49-8339,Chastity Acosta,7|7|1941,, S. Atlantic,1,159200,3,1470
1172, 164-39-9740,Brendan Avila ,5|9|1946,,South Atlantic ,1,132000,4,2100
1173, 04622-9784,Tara Roy,4|4|1952,,Pacific,0,111600,3,1390
1174, 820-33-2287,Rahim Allison,7|1|1954,,MA,0,85000,4,1840
1175,985-986212,"Ross, Lysandra",2|8|1930,,E. N. Central,0,34000,1,520
1176,643-86-5899,Britanney Bentley,11|6|1933,,Mid. Atlantic,0,62700,2,940
1177,101-30-3651,"Drake, Nyssa",3|8|1972,,West South Central,1,26700,2,1030
1178,088-94-4356,"Mullins, Brody",19|10|1949,, East North Central ,0,30700,1,430
1179,18-40-5102,Emi Burris ,17|5|1927,,Middle Atlantic,0,44800,4,1940
1180,217790179,Phelan Stanton,3|6|1954,,Middle Atlantic ,0,48400,2,970
1181,546-78-1197," Meyers, Justina",18|3|1946,,S. Atlantic,0,71900,4,2070
1182,681907559,Kendall Cabrera,8|4|1975,,East South Central ,1,147300,2,980
1183,705-93-6363,"Decker, Amir",23|11|1934,,S. Atlantic ,0,150900,1,480
1184, 408-31-2563 ,"Gonzales, Alexa ",4|8|1972,,Middle Atlantic,0,126400,2,950
1185,654-55-4118,"Flowers, Macy",16|11|1956,,Mid. Atlantic,0,97100,1,510
1186,632055219,Quon Weber,29|8|1930,,Haw.,1,41000,3,1420
1187,658-49-0928,Autumn Fitzgerald,26|12|1969,,Pac.,0,30600,2,880
1188,606-04-9875 ,"Schultz, Noelle",18|11|1942,,South Atlantic ,1,45500,3,1430
1189,906118339, Lila Hampton,30|4|1962,,E. N. Central,1,149600,3,1340
1190, 22541-6714,"Taylor, Tanner",16|5|1948,,S. Atlantic,1,159000,2,1020
1191,91791-1499,"Mcconnell, Honorato",4|1|1957,,Middle Atlantic,0,140900,2,950
1192,635-79-8247,Cheryl Hill ,6|3|1962,, S. Atlantic ,0,155300,2,1020
1193, 368569320,"Alvarez, Renee",30|9|1963,,MA ,0,97300,3,1570
1194,264-68-6629,"Hunt, Chanda",2|1|1962,,Pacific,0,118500,4,1890
1195, 806-70-0226,"Velazquez, Tyrone ",14|10|2028,,New England ,0,40600,4,1960
1196,741-58-4837,"Payne, Ishmael",18|5|1933,,East North Central,1,38300,0,0
1197,270-82-3710,"Garcia, Jael",31|5|1934,,New England,0,110600,3,1570
1198, 027-49-0493," Ballard, Lester",26|4|1930,,East South Central,0,79100,1,510
1199,301-693091,"Malone, Upton ",23|11|1942,, East North Central,0,151200,6,3040
1200,245262611,"Mercer, Cleo",2|6|1956,,New England,1,58900,7,3550
1201,985-82-4850,"Fulton, Angelica",13|2|1935,,Middle Atlantic,0,61000,2,1070
1202,653-04-9721,Drew Rivera,18|2|1972,,E. N. Central,1,27600,4,1940
1204,965202088," Pace, Xena",22|10|1931,,Middle Atlantic,1,98700,4,1930
1205,980612452,Donovan Kirk ,22|6|1933,,Pac.,1,105300,4,1960
1206,476-46-0529,"Hartman, Kim",12|7|1932,,South Atlantic,0,114700,1,520
1207,285-86-2562,"Manning, Sharon",12|7|1943,,Mid. Atlantic,1,153800,2,1030
1208, 224-46-5109,"Acevedo, Lenore",3|6|1932,,South Atlantic ,0,67800,2,860
1209,241-08-3939,"Medina, Anjolie ",25|8|1931,,HI,0,128400,5,2540
1210,339512622,Jameson Parker,11|11|1936,,Pacific,0,139800,2,1140
1211,178-78-1963,Vanna Cline,28|6|1933,,AK,0,24900,4,1970
1212,262-58-2100,Hyacinth Riddle ,6|2|1934,, Middle Atlantic,1,57500,3,1500
1213, 183-23-7494,"Swanson, Colleen ",7|4|1945,, New England,0,57300,4,2040
1214,105-40-6006, Danielle Ball,11|6|1947,, Ala. ,0,41600,5,2480
1215,489-68-5535,"Stark, Rahim",24|4|1972,, ,0,72400,3,1550
1216,025-823171,"Mckee, Natalie",10|7|1955,,West North Central,0,69200,6,2930
1217,243-41-4470,"Owen, Bradley",25|11|1971,,South Atlantic ,1,126800,3,1490
1218,456208435,"Floyd, Lunea",3|11|1969,,Pacific,9999,124200,4,1880
1219,423-86-8364,"Jennings, Flavia",17|6|1938,,New England,0,130900,3,1490
1220,351033353,"Merrill, Ima",16|1|1943,, South Atlantic ,1,24100,4,2030
1221, 335-79-1257," Simmons, Kyra",28|3|1939,, ,0,136300,2,1030
1222,073-54-4202,"Potts, Lunea ",25|9|1940,, Pacific ,0,61700,3,1500
1223, 949946322,Perry Carney,3|10|1952,, New England,1,152600,3,1450
1224,268-10-5085,Tyler Rush,6|8|1957,,South Atlantic,1,63900,3,1500
1225,006-22-5891,Abel Carson,16|8|1951,,MA,0,125400,4,2070
1226,967931429, Kylan Carey,25|8|1937,, SA,0,52900,5,2570
1227,551-41-4669,Mikayla Rasmussen,27|7|1930,, West South Central ,0,156300,4,1920
1228, 614-32-3287,Gil Christensen,1|8|1936,, New England,0,124600,3,1420
1229,333-36-1618,"Hampton, Ayanna",2|5|1971,,Hawaii,0,154600,3,1420
1230,835-54-3648,"Herrera, Edan",3|11|1963,, Mountain,1,95800,5,2520
1231,373-03-5346,"Holder, Jorden",17|2|1931,,South Atlantic,1,58400,2,1060
1232,174-38-1488,Adena Mcconnell,11|2|1936,, West North Central ,0,26400,3,1410
1233,406-31-4511,"Lester, Octavia",30|10|1953,,Mid. Atlantic,0,104100,2,1030
1234,833969319," Kent, Magee",13|3|1935,,East North Central,0,48400,1,530
1235,470285741,Kylie George,1|7|1952,,,0,9999,1,480
1236,833-02-2721,Gareth Dickerson,27|4|1971,,Pac. ,1,24900,3,1420
1237,141-57-1680,Neville King,26|4|1967,,SA,1,70600,2,1100
1238, 524-94-9288,Debra Fowler,7|10|1930,,West North Central,1,20900,1,490
1239,168-21-9841,"Hopkins, Laith",7|1|1973,,WSC ,1,28200,2,1050
1240, 944-72-0485 ,"Landry, Tanisha",21|6|1930,, E. N. Central ,0,95500,1,500
1241,438362724,"Gilliam, Chava",22|9|1972,,Pacific,1,113400,2,950
1242,281-298468,Aristotle Gibbs,14|7|1967,,HI,2,152600,2,950
1243,630-57-2132,"Marks, Victor",20|2|1937,,,1,104300,4,460
1244,159373947,"Vaughn, Bevis",25|7|1960,, East South Central,0,63100,2,970
1245,687-20-2240,Suki Lucas,14|10|1936,,AK ,1,107700,0,0
1246,341-80-2116,"Yang, Dacey",1|8|1935,,West North Central,1,140900,5,2520
1247,997-55-2774,Demetrius Barrera,24|1|1975,,Mtn.,0,40600,3,1560
1248,731-71-3430,Sonia Gutierrez,13|4|1940,,Mtn.,1,107600,4,1910
1249, 983-46-2996,"Hodges, Abigail ",11|5|1938,,Pacific,0,33900,5,2400
1250,89826-5118," Knowles, Wynne",9|8|1942,, ENC,0,22900,3,1480
1251,856-86-8982,"Chapman, Len",29|5|1958,,ENC,1,97200,1,540
1252, 167-28-842,Hedwig Simon,31|3|1946,,Alaska,1,120700,5,2200
1253,351-72-4435,"Garner, Josiah ",18|7|1966,,East North Central ,0,120600,3,1590
1254,74775-6160,"Wagner, Mohammad",9|9|1972,,M,0,99200,2,970
1255,913868546,"Sanchez, Maggie",17|11|1930,,MA ,1,154300,2,1000
1256,266-56-4536,"Aguilar, Althea ",16|10|1934,,Middle Atlantic,0,47400,3,1550
1257,885291136,"Barnes, Aretha",27|10|1945,,East South Central ,0,120400,1,510
1258,753424274,Margaret Hickman,1|12|1947,,East South Central,1,78400,0,1200
1259,408-35-4140," Vaughn, Charde",31|12|1967,,East South Central ,0,97800,2,1090
1260,755-82-5811,"Dejesus, Hakeem",20|8|1958,,ESC,0,82700,3,1380
1261,518-77-7669," Blevins, Tanek",22|5|1934,,New England,0,151900,3,1560
1262,509-84-3069,Nyssa Merrill,3|8|1962,, NE,0,134600,3,1500
1263,324-98-1904,"Ferguson, Elizabeth",2|2|1937,,Alaska,1,27900,5,2670
1264,289-51-8983,"Calhoun, Teagan",25|8|1959,,  ,0,143800,2,930
1265,025-15-9782,"Bonner, Desiree",24|12|1964,, ,1,23400,3,1410
1266,673-40-316,"Gutierrez, Chastity",14|7|1933,,S. Atlantic,0,131000,3,1780
1267,768-00-0968,"Hubbard, Andrew",20|6|1935,,East South Central,0,129200,1,510
1268,244-52-5893,"Huff, Aidan",10|11|1943,,South Atlantic,0,75900,3,1550
1269,148-63-5267,"Gonzalez, Jared",24|8|1946,,NE ,0,24300,4,1860
1270,008-77-0111,"Carlson, Bree",11|6|1976,,Mid. Atlantic,0,102900,3,1400
1271,718-39-5800,Mari Jensen,15|5|1963,,Hawaii ,1,143500,4,2160
1272,439466397,"Pearson, Wang ",10|9|1964,, ESC,0,92200,6,450
1273,324-92-1807 ,"Jarvis, Shoshana",24|1|1952,, S. Atlantic,1,33300,5,2470
1274,596-32-6994,"Valentine, Taylor",5|10|1943,, S. Atlantic,1,23000,1,510
1275, 976214657,"Weber, Unity ",20|9|1955,,ESC,1,53100,3,1370
1276, 445675466,"Mason, Kirk",15|9|1968,,WSC,0,79500,4,1970
1277, 612-11-3112,"Cooley, Lavinia",11|12|1964,,East South Central,1,29000,2,870
1278,958-09-2394,"Stokes, Angelica",7|10|1960,,New England,1,101000,3,1380
1279,408-24-0932,"Valentine, Keefe",27|6|1951,,Pacific,1,155800,2,1040
1280,463-41-9544,"Noble, Aubrey",10|1|1955,, Haw. ,1,44500,4,1960
1281,219-26-6716,"Ford, Jeanette",25|7|1957,,SA ,1,50300,4,2070
1282,227-58-0259,"Valentine, Yoshio",28|9|1944,,Mid. Atlantic,0,49800,6,2930
1283,958-71-7338,"Vazquez, Kaye",11|12|1969,,,0,124800,3,1490
1284,399-85-6052," Bullock, Bert",1|8|1963,,Middle Atlantic,0,70100,4,2130
1285,525877526,"Melendez, Chloe",4|4|1938,,P,0,154500,5,2670
1286,380-22-0359,"Cooper, Sydnee ",5|12|1934,, East South Central,1,54100,2,1030
1287, 816-54-1224,Giselle Wise ,6|6|1951,,Mtn.,0,77500,6,3120
1288,577-87-6550,"Heath, Harper",8|11|1936,,Middle Atlantic ,1,107100,2,930
1289, 159-74-8545 ,"Luna, Sacha",30|10|1976,,NE,1,77300,1,510
1290,702-86-2285,"Dorsey, Dorothy",29|3|1946,,Mountain ,0,48500,3,1560
1291,796286012,Kellie Hyde,17|1|1972,,,1,93400,1,570
1292,910-95-9785,Tallulah Rowland ,12|12|1975,,Pacific ,0,33200,1,490
1293,152346284,"Bass, Chester",20|5|1944,,East South Central,0,63300,5,2360
1294, 681-80-1687,"Cotton, Dai",20|10|1959,,E. S. Central,0,155100,3,1510
1295,825610829,Hu Marquez,4|4|1937,, East South Central,0,95600,2,940
1296,323-01-9997,"Puckett, Ross",17|8|1940,,East North Central,0,132500,6,3120
1297, 548-96-4204,"Sanchez, Kelsey",15|6|1952,,Pac.,0,116700,1,430
1298,552-06-0509,"Farley, Nevada ",12|10|1937,,MA,0,23700,9999,9999
1299, 128807657,"Barker, Andrew",7|2|1937,,SA,1,141200,3,1380
1300,107-76-2741," Sawyer, Ryder",19|9|1969,,Pacific,1,97400,1,520
1301,11666-6831,"Sparks, Libby",14|9|1939,,W. N. Central,1,46700,3,1560
1302,766-21-6147, Orlando Roberts,22|3|1961,, P,1,47900,1,560
1303,909-87-2958,"Mcintyre, Quynn",18|4|1972,, MA,1,79700,3,1640
1304, 529-49-2676,Ira Hansen,24|1|1973,,Mountain,0,30400,2,840
1305,189618375,"Turner, Nevada",11|9|1958,, Hawaii,0,133800,1,540
1306,976-92-7590,"Luna, Mohammad ",2|8|1940,,M,1,149100,3,1540
1307,215-12-8075,"Thompson, Jermaine",7|7|1939,,South Atlantic ,0,83100,4,1890
1308,30869-6046," Barron, Kirk",13|7|1935,,East North Central,1,155400,4,2050
1309,679-74-8637,Ezra Morin,16|6|1968,,ESC,0,73300,5,2450
1310,380-84-2860,Hadley Powell,17|10|2028,,South Atlantic,9999,91800,2,980
1311,511-72-4531,"Mason, Wendy",4|4|1961,,Mountain,1,23600,5,2670
1312,72446-0865,"Wagner, Dustin",17|8|1940,,West South Central,1,81100,2,980
1313,041-74-0192,"Gordon, TaShya",4|12|1959,,Mid. Atlantic,0,25900,3,510
1314, 762-95-2151,"Ellison, Melyssa",22|10|1945,,,0,66400,3,1510
1315, 10-85-5312,"Jarvis, Alice",11|2|1953,,Mid. Atlantic,0,39700,3,1470
1316,068-35-5834,Jayme Hodges,7|2|1943,,ESC,0,116100,3,1550
1317,278-74-8504,"Callahan, Kirk",10|4|1976,,NE ,0,98100,1,500
1318,230784944,"Carney, Penelope",21|2|1933,,,0,52100,2,1070
1319,006-48-59477,"Mccarty, Ira ",19|8|1931,,Middle Atlantic,0,157000,4,1920
1320,915-05-0486,"Morales, Emily",10|1|1953,,Mountain ,1,114300,3,1550
1321, 025179557,"Hahn, Troy",29|10|1930,,New England,1,109900,4,1860
1322,384-57-1132,"Harper, Keane",25|6|1969,,Pac.,0,107400,4,2040
1323,771891694,"Chavez, Buffy ",7|12|1949,,Mountain,0,146800,3,1520
1324,870-69-5027,"Hopkins, Adele",18|10|1951,,E. S. Central,1,67000,1,470
1325,224-51-7097,Avram Mueller,8|4|1970,,P,0,88500,5,2520
1326,547-66-6547,"Shelton, Yvonne",22|9|1953,, HI ,1,40000,4,2020
1327,043-73-1703,Jaime Sexton ,10|7|1943,,S. Atlantic ,0,94400,2,940
1328,083-55-9161,Leila Reese ,16|8|1963,, East North Central,1,111000,2,1080
1329,678-19-0332,"Bowen, Charde",17|5|1927,, Hawaii,0,83900,5,2710
1330,245-80-8368," Boyle, Kaye",1|5|1937,,S. Atlantic ,0,82500,2,950
1331,745-63-6259,"Gilmore, Hermione",22|7|1958,,Hawaii,0,63700,3,480
1332,72266-3249,"Gutierrez, Farrah ",18|11|1955,, Ala.,0,146200,1,530
1333,689-48-6409,Maryam Huffman,2|6|1947,,Hawaii ,0,125600,1,540
1334,539-00-7314,"Boyer, Patrick",9|1|1943,,Alaska,0,54400,2,460
